filename,label,program,sha256,runatload,comment
/System/Library/LaunchDaemons/bootps.plist,com.apple.bootpd,"['/usr/libexec/bootpd']",ee73728229f1b355607144e202043aa7e822621dff103b0b4015c014b9638a6d,False,DHCP/BOOTP/NetBoot server
/System/Library/LaunchDaemons/com.apple.afpfs_afpLoad.plist,com.apple.afpfs_afpLoad,"['/System/Library/Filesystems/AppleShare/afpLoad']",2b0ca270a16f3654d55be53b146af628eeea0aee96b19a6cd15f054a4232ef13,False,
/System/Library/LaunchDaemons/com.apple.afpfs_checkafp.plist,com.apple.afpfs_checkafp,"['/System/Library/Filesystems/AppleShare/check_afp.app/Contents/MacOS/check_afp']",8a5d384fc83f1c010124b32096ce0f750b19212aabe1b35bb5f1f99df045b58a,False,
/System/Library/LaunchDaemons/com.apple.AirPlayXPCHelper.plist,com.apple.AirPlayXPCHelper,"['/usr/libexec/AirPlayXPCHelper']",74df0f6db061a04037133a6d3a9d9970ee82632d49a996194a5552b95433edf1,False,
/System/Library/LaunchDaemons/com.apple.airport.wps.plist,com.apple.airport.wps,"['/usr/libexec/wps']",eb30b37a6b113db509948aabaf65d0fd7ddd7b55150b271f4b2a9b21c3f77724,False,
/System/Library/LaunchDaemons/com.apple.airportd.plist,com.apple.airportd,"['/usr/libexec/airportd']",26f3ddafa9a9489c345eaf25770f3a10f10c0d238b418c6007ffd8eb777ac929,False,
/System/Library/LaunchDaemons/com.apple.alf.agent.plist,com.apple.alf,"['/usr/libexec/ApplicationFirewall/socketfilterfw']",117255f04e921f738ae19145e800c369e16362ea4abc203c64198960625d7c98,False,
/System/Library/LaunchDaemons/com.apple.AppleFileServer.plist,com.apple.AppleFileServer,"['/usr/sbin/AppleFileServer']",ceaa969e4eb22a35293a58c61782860353c769c2c0903d6036fc229f2bef62eb,False,
/System/Library/LaunchDaemons/com.apple.appleseed.fbahelperd.plist,com.apple.appleseed.fbahelperd,"['/System/Library/CoreServices/Applications/Feedback Assistant.app/Contents/Library/LaunchServices/fbahelperd']",4b287990324f732c11f4b86f3374366ac6a9314a476bf390239022bc62a01339,False,
/System/Library/LaunchDaemons/com.apple.applessdstatistics.plist,com.apple.applessdstatistics,"['/usr/libexec/applessdstatistics']",a8bab887ace97ce90189dc8786ad21276a56710bbfd7caa55f4b647a73d07bba,False,
/System/Library/LaunchDaemons/com.apple.apsd.plist,com.apple.apsd,"['/System/Library/PrivateFrameworks/ApplePushService.framework/apsd']",9e0627438a243c51acfe86f5ae66594c6b4a7f80891eadd7d0195038610e3715,True,Apple Push Notification service daemon
/System/Library/LaunchDaemons/com.apple.aslmanager.plist,com.apple.aslmanager,"['/usr/sbin/aslmanager']",afd40621bc22222dd930cef843240777314cc33ff61a1884609ae4588ad11cf4,False,"Manages rotated files and ASL data written by the syslogd server"
/System/Library/LaunchDaemons/com.apple.AssetCacheLocatorService.plist,com.apple.AssetCacheLocatorService,"['/System/Library/CoreServices/AssetCacheLocatorService']",b27a1b8140d334f07e627cbab3d2cb6bb303856b0145eccccec2022c184836ca,False,
